sents,topics,sentiments
"thầy dạy nhiệt tình , dễ hiểu .",0,2
"nói chung , thầy dạy cái gì cũng hài lòng , rất dễ hiểu , tận tình , và vui .",0,2
dạy tận tâm .,0,2
đáng để học tập .,3,2
"nếu muốn anh văn trở thành ngôn ngữ thứ hai thì cần phải sử dụng tiếng anh liên tục để nó thắm vào sương tủy , nhưng trường vẫn quá tập trung vào cách dạy theo kiểu phổ thông tức là học chỉ lấy điểm số nên tôi muốn nhà trường hãy tạo một phương pháp là học anh văn là vì giao tiếp chứ đừng vì những bài kiểm tra hay điểm số .",1,0
cô wzjwz280 dạy rất kỹ và nhiệt tình .,0,2
nên giảm tiết và tăng ngày dạy .,1,0
"vui vẻ , biết lắng nghe ý kiến sinh viên .",0,2
"cô wzjwz183 dạy rất tận tình , dễ hiểu , truyền đạt tốt .",0,2
giảng bài hay .,0,2
thầy có lòng nhiệt thành nhưng theo em thì khả năng truyền đạt của thầy không được tốt dẫn đến chúng em không hiểu và dù thầy có lòng nhưng chúng em không thể tiếp thu được nên mong sao thầy có thể truyền đạt một cách dễ hiểu nhất cho sinh viên có thể áp dụng làm bài tập ngay trong giờ lý thuyết để dễ hiểu hơn .,0,0
em rất hài lòng về hoạt động dạy của thầy .,0,2
"hướng dẫn cụ thể , dễ hiểu .",0,2
"nên cho ví dụ nhiều , dễ liên tưởng và giải thích rõ .",0,0
"cô quá tuyệt vời , rất nhiệt tình , dễ hiểu , lại dễ thương nữa .",0,2
"thầy dạy hơi tổng quát nhưng lại đòi hỏi cao về kiến thức cũng như đồ án , kính mong nhà trường xem xét lại môn học này ạ , em xin cảm ơn !",0,0
"phòng học còn nóng và bụi bặm , máy chiếu tuy vẫn nhìn được nhưng như thế là mờ , ngồi xa hay hôm nào trời sáng quá sẽ khó thấy , việc chia hay phân công đề tài giảng viên cần tự làm thay vì giao cho lớp trưởng lúc đó sẽ không khách quan nữa vì có sự thiên vị giành giật .",2,0
"cô viết trên bảng không những chữ quá nhỏ mà còn quá lộn xộn , bảng lúc nào cũng lem nhem , thực sự sinh viên ngồi dưới nhìn lên bảng là chóng mặt , không thể theo giỏi được gì cả !",0,0
"thầy dạy tận tâm , dễ hiểu .",0,2
giao viên hay nghỉ .,0,0
"cho làm các bài kiểm tra cuối giờ , giúp chúng em phải tập trung nghe bài .",1,2
phương pháp dạy còn hoang mang .,0,0
ít bài tập để rèn luyện kỹ năng .,1,0
cần tăng cường các bài tập làm thêm .,1,0
giảng rất cận kẽ hơi chậm .,0,0
"giảng dạy kiến thức còn mơ hồ , không nhất quán được kiến thức , kiến thức , bài tập làm còn mơ hồ , không giải thích được hết .",0,0
luôn tạo được sự hứng thú và động lực học cho sinh viên .,0,2
"thầy nhiệt tình , tâm huyết , thường xuyên cho bài tập để sinh viên làm .",0,2
hy vọng không gặp lại thầy ở kỳ sau colonsmile .,0,0
thầy luôn tận tâm với sinh viên .,0,2
"nên đầu tư kỹ về trang thiết bị , nên thực hành nhiều hơn .",2,0
gửi email thắc mắc ít khi trả lời .,0,0
"nhẹ nhàng , thân thiện colonsmile .",0,2
cô dạy rất nhiệt tình .,0,2
giảng viên giảng rất hay .,0,2
"nên giảm số lượng sinh viên trên một lớp để giảng viên hỗ trợ tốt hơn cho sinh viên , môn học này cần giao tiếp nhiều giữa giảng viên và sinh viên , thời lượng môn học nên tăng lên .",1,0
"những bạn không chịu học và lơ là từ trước giờ vẫn qua hai môn của thầy một cách dễ dàng và thậm chí còn đạt được điểm cao , do đề cơ bản và còn được sử dụng tài liệu , laptop .",0,0
"sửa bài tập khó , giảng viên nhiệt tình .",3,2
quy tắc .,0,1
"cô nói tiếng anh rất lưu loát , nhiệt tình và tận tâm .",0,2
"thầy truyền đạt tốt , tận tình .",0,2
"phương pháp dạy dễ hiểu , cách tiếp cận đơn giản và hấp dẫn .",0,2
giảng viên rất rất nhiệt tình .,0,2
"chào quý thầy cô , phương pháp học tập mới cdio em cảm thấy được áp dụng không hợp lý , ví dụ tuần này thầy wzjwz39 đang dạy vấn đề đó , do kiến thức còn nhiều nên sinh viên chưa nắm , đến tuần sau thầy toàn vào lại dạy một kiến thức hoàn toàn khác .",3,0
"mặt khác rất thân thiện với sinh viên , tạo thiện cảm tốt đẹp nên sinh viên tự khắc đi học đầy đủ mà không cần phương pháp điểm danh ép buộc cổ hủ .",0,2
mong cô sẽ dạy chậm hơn chút để tụi em có thể theo kịp !,0,0
"thầy dạy chưa chủ động giải đáp các thắc mắc lớn của môn học , chủ yếu chỉ giải đáp thắc mắc có sẵn .",0,0
"có tương tác với sinh viên , thường xuyên cho lên bảng làm bài .",0,2
máy chiếu phòng học quá mờ .,2,0
nâng cao kiến thức .,1,2
giảng viên truyền đạt rất tốt .,0,2
tâm huyết với sinh viên .,0,2
"cần thêm các tiết speaking đối thoại , thực hành , cho các đề tài làm việc nhóm , thi nói , thuyết trình .",1,0
cần có giờ ra chơi giữa giờ vì học liên tục năm tiết đôi khi khiến sinh viên mệt mà khó tiếp thu bài giảng .,3,0
"thầy giảng rất có tâm , truyền đạt kiến thức thực tế , dễ hiểu và thuyết phục .",0,2
cô wzjwz188 dạy hay .,0,2
"giảng viên dạy rất tận tâm , nhiệt tình và gần gũi với sinh viên .",0,2
nhiều khi hơi nhanh .,0,0
"giảng viên tận tâm nhiệt tình , truyền đạt nhiều kinh nghiệm .",0,2
"thay vào đó nên dạy những nội dung liên quan hơn về ngành ta như cách cài đặt hệ điều hành lớp em có bạn không cài được hệ điều hành nữa , dạy thêm các kinh nghiệm khi phỏng vấn xin việc , xin học bổng , xin thực tập .",1,0
cô luôn tận tâm nhiệt tình dạy sinh viên .,0,2
"phải hướng dẫn cách thực hành cho sinh viên , hỗ trợ sinh viên khi làm thực hành , thái độ cần thân thiện .",0,0
nên có thêm bài tập về nhà .,1,0
"thầy có năng lực tốt và kiến thức thực hành xuất sắc , nhiệt tình giải đáp thắc mắc của sinh viên .",0,2
cô rất tận tình trong việc củng cố kiến thức .,1,2
giảng viên cần chỉ cụ thể cách thực hiện bài thực hành .,0,0
có thêm nhiều tài liệu thực hành hơn .,1,0
giảng viên cần có một đề cương giảng dạy phù hợp hơn .,0,0
thầy trẻ và nhiệt tình .,0,2
cần cho thêm nhiều bài tập về nhà .,0,0
giáo viên truyền đạt kiến thức dễ hiểu .,0,2
em học được nhiều thứ từ môn này ạ colonlove .,1,2
"giảng viên dạy rất cụ thể , rõ ràng , chi tiết .",0,2
"sử dụng thời gian lên lớp không hiệu quả , khâu chuẩn bị nội dung chưa tốt .",0,0
"giảng viên giảng dạy hay , dễ hiểu , gần gũi sinh viên .",0,2
"giáo viên rất nhiệt tình , tận tâm hướng dẫn .",0,2
cô dạy rất hay và có nhiều bài tập giúp học sinh chủ động học tập .,0,2
"đề thi giữa kỳ là lý thuyết , nhưng đề bài hầu như y chang đề cương cho , không có chút khác biệt , kể cả câu bài tập cũng cho y chang , kể cả những con số , như vậy người nào chỉ cần học thuộc lòng là xong , mong thầy fraction cô thay thế phương pháp kiểm tra , như chuyển sang trắc nghiệm chẳng hạn .",1,0
dẫn đến việc tiếp thu kiến thức và làm bài tập rất khó .,1,0
giảng viên đại học có tâm nhất colonsmilesmile .,0,2
em chưa nhớ thầy là ai nữa .,0,1
cần cập nhật giáo trình giảng dạy slide đang giảng dạy là từ năm 2000 .,1,0
"thầy dạy nhiệt tình , tận tâm !",0,2
hoạt động nhóm .,3,1
"giờ học là 7h30 thì 8h thầy vào lớp , hết tiết là 9h45 nhưng lại học tới 10h15 .",0,0
thầy dạy hết sức mơ hồ và khó hiểu .,0,0
"thầy chưa giải đáp thỏa đáng yêu cầu của sinh viên , chưa nhiệt tình lắm !",0,0
cô hãy tự chấm bài thi .,0,0
em rất hài lòng với môn học này .,1,2
cần cập nhật giáo trình cho sinh viên .,1,0
thầy dạy vui .,0,2
"khả năng truyền đạt của giảng viên không tốt , không gây được hứng thú cho sinh viên .",0,0
cách mà thầy giảng bài khiến cho sinh viên không thấy chán trong giờ học !,0,2
thầy nên dạy đúng giờ và lấy ví dụ sát bài học hơn .,0,0
em chỉ mong giảng viên đừng đổi giờ lên lớp nữa ạ .,0,0
trang bị máy tính tốt hơn .,2,0
đáng để học hỏi !,3,2
"nhiệt tình , dễ hiểu , dễ thương .",0,2
dựa vào một game cơ bản để sinh viên hiểu rõ hơn .,0,1
"theo em , chất lượng học ở trung tâm itp rất tốt nhưng chương trình em học nó lại ngắn hơn so với chương trình thì rất ít xấp xỉ 1 - 3 so với học bên ngoài đồng nghĩa với việc phải học một buổi chỉ được 2 tiếng rưỡi mà có khi em phải học 3 chương nên rất khó tiếp thu .",1,0
"giảng viên tận tâm , nhiệt tình , tạo cảm giác gần gũi , không khí thoải mái , giúp sinh viên tiếp thu bài tốt .",0,2
giảng viên nên sử dụng moodle để cập nhật tài liệu học tập cho sinh viên .,0,0
nếu mà học như vậy thì sinh viên ngồi ở nhà lên mạng làm bài cũng được .,1,0
những tiết thực hành rất bổ ích ạ .,1,2
"cô dễ thương dạy hay , hài hước .",0,2
thầy tình cảm và tận tâm !,0,2
"cô nhiệt tình , dạy có tâm .",1,2
"thầy vui tính , truyền đạt kiến thức dễ hiểu .",0,2
thầy có nhiệt huyết tuổi trẻ .,0,2
"có hoạt động trò chơi , hát tiếng anh .",0,1
em fraction tôi nhận thấy phương pháp giảng dạy của giảng viên không phù hợp để nâng cao trình độ thực của sinh viên học vẹt 60% .,0,0
"phòng lab wzjwz65 còn rất nóng và nhiều bụi bẩn , mong sớm khắc phục .",2,0
em nghĩ sơ đồ của đề thi ( câu tự luân ) nên dịch ra tiếng việt .,1,0
không công bằng trong điểm số giữa học sinh 2 lớp .,1,0
định hướng từ sớm về cách tiếp cận đồ án đối với sinh viên .,1,0
dạy nhanh đôi lúc gây khó hiểu .,0,0
"giảng viên tâm huyết , nhiệt tình .",0,2
em xin cảm ơn thầy .,0,1
"giảng viên năng nổ , hoạt bát , dễ gần .",0,2
cách chấm điểm giữa các nhóm chưa được công bằng .,0,0
đó là một động lực rất lớn để tụi em hoàn thành hết tất cả bài tập của thầy .,3,1
lớp học sôi động .,1,2
đến lớp đúng giờ !,1,2
"cô dạy nhiệt tình , tận tâm , kiên nhẫn với sinh viên và với nghề .",0,2
bài tập thực hành giúp sinh viên nâng cao mạnh kỹ năng lập trình .,1,2
không dặn dò các học sinh thi các phần nào .,0,0
giảng viên dạy bài dễ hiểu .,0,2
cách giảng dạy của thầy còn nhiều khó hiểu .,0,0
em mong muốn thầy sử dụng kết hợp giữa slide và viết bảng để đạt hiệu quả tốt hơn .,0,0
"thầy day dễ hiểu , dễ nắm bắt được kiến thức , không dạy lan man .",0,2
cách dạy của thầy rất có vấn đề .,0,2
"thực hành viết một chương trình hoàn thiện ngay từ buổi thứ 2 nhưng lý thuyết sau khi thi giữa kỳ 2 - 3 tuần mới học tới nên em đề nghị có sự điều chỉnh để thực hành sau khi đã học lý thuyết ở các môn học sau , không nên giữ chương trình đào tạo không hiệu quả như vậy trong nhiều năm và những năm tới .",1,0
cô tận tình giảng dạy .,0,2
"giảng viên nói chuyện dễ nghe , gần gũi với sinh viên .",0,2
cần phân thành hai môn java cơ bản và java nâng cao .,1,0
giáo viên dạy không tạo được cảm giác hứng thú cho sinh viên .,0,0
học khó hiểu .,3,0
"nên giới thiệu những kỹ năng cần khi làm trong mảng nào đó ví dụ doubledot làm web thì cần biết php , html , cs , hay làm hệ thống nhúng cần biết c , vdotv .",1,0
làm cho các bạn bị thiệt thòi .,3,0
"cập nhật chương trình học , cần có bộ slide hay giáo trình tiếng việt riêng cho môn học .",1,0
sử dụng slide để hạn chế việc ghi chép quá nhiều .,0,0
"giảng viên giảng dạy dễ hiểu , giúp đỡ sinh viên nhiệt tình .",0,2
"thầy còn chia sẻ , truyền lại những chiêu mà em hiếm được thấy ( thầy rất là pro ) .",0,2
tôi chưa gặp thầy này lần nào .,0,1
đôi lúc hơi khó .,0,0
"hôm trước lúc hỏi vấn đề này ok chưa thầy , thầy bảo ok rồi , hôm sau lên báo cáo thì nhè chỗ đó ra mà chửi .",3,0
giảng viên không đảm bảo giờ lên lớp và không cung cấp tài liệu trên moodle .,0,0
đề nghị giảm tải đối với môn học này !,1,0
thầy dạy nhanh và khó hiểu .,0,0
"giảng viên nhiệt tình , chịu khó giúp đỡ sinh viên .",0,2
cần nâng cao cơ sở vật chất và phòng học vì thiếu phòng để thực hành .,2,0
khả năng truyền đạt tốt và định hướng nghề nghiệp .,0,2
truyền đạt chưa được hiệu quả .,0,0
nên bổ sung làm bài tập online .,1,0
giảng viên xinh đẹp dạy tốt .,0,2
"dạ , cho em hỏi là trường mình là tạo sao không dùng ngôn ngữ c thay cho assembly .",1,1
